Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,6/19/2017,HAGGEN #3449 BELLINGHAM WA                   06/18,-14.57,DEBIT_CARD,227.54,
DEBIT,6/19/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         06/18,-4.34,DEBIT_CARD,242.11,
DEBIT,6/19/2017,FRED MEYE FRED MEYER 6 BELLINGHAM WA         06/17,-3.35,DEBIT_CARD,246.45,
DEBIT,6/19/2017,FRED MEYER 1225 W BAKE BELLINGHAM WA 920326  06/17,-31.8,DEBIT_CARD,249.8,
DEBIT,6/16/2017,NON-CHASE ATM FEE-WITH,-2.5,FEE_TRANSACTION,281.6,
DEBIT,6/16/2017,NON-CHASE ATM WITHDRAW               258582  06/151100 N. S,-12,ATM,284.1,
DEBIT,6/15/2017,TACO TIME WEST SEATTLE SEATTLE WA            06/13,-11.31,DEBIT_CARD,296.1,
DEBIT,6/14/2017,WA DOL LIC & REG 60134 BELLINGHAM WA 784258  06/14,-85.75,DEBIT_CARD,307.41,
DEBIT,6/14/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         06/14,-16.31,DEBIT_CARD,393.16,
DEBIT,6/14/2017,REGAL BARKLEY VILLAGE S BELLINGHAM WA        06/13,-12.53,DEBIT_CARD,409.47,
DEBIT,6/14/2017,VILLA ITALIAN KITCHEN SEATTLE WA             06/13,-4.74,DEBIT_CARD,422,
DEBIT,6/14/2017,JOHNNY ROCKETS 239 SEATTLE WA                06/12,-30.69,DEBIT_CARD,426.74,
DEBIT,6/13/2017,ACE PARKING 3265 SEATTLE WA                  06/12,-18,DEBIT_CARD,457.43,
DEBIT,6/12/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,475.43,
DEBIT,6/12/2017,SQ *A JUKE JOINT PRODUC Seattle WA           06/12,-7.25,DEBIT_CARD,480.42,
DEBIT,6/12/2017,SQ *FULL TILT ICE CREAM Seattle WA           06/12,-4.95,DEBIT_CARD,487.67,
DEBIT,6/12/2017,BALLARD LIQUOR STORE 2 SEATTLE WA            06/11,-11.17,DEBIT_CARD,492.62,
DEBIT,6/12/2017,SENOR MOOSE CAFE SEATTLE WA                  06/10,-19.25,DEBIT_CARD,503.79,
DEBIT,6/12/2017,76 - TWO TWELVE MARKET STANWOOD WA           06/10,-38.17,DEBIT_CARD,523.04,
DEBIT,6/12/2017,WHOLEFDS BLW#106 1030 BELLINGHAM WA  618454  06/10,-13.52,DEBIT_CARD,561.21,
DEBIT,6/12/2017,BAYOU ON BAY BELLINGHAM WA                   06/09,-6,DEBIT_CARD,574.73,
DEBIT,6/12/2017,BAYOU ON BAY BELLINGHAM WA                   06/09,-6,DEBIT_CARD,580.73,
DEBIT,6/9/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-28.98,ACH_DEBIT,586.73,
DEBIT,6/8/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         06/08,-127.26,DEBIT_CARD,615.71,
DEBIT,6/8/2017,USCONNECT ADVGV VEND N FERNDALE WA           06/07,-1.25,DEBIT_CARD,742.97,
DEBIT,6/8/2017,USCONNECT ADVGV VEND N FERNDALE WA           06/07,-1.75,DEBIT_CARD,744.22,
DEBIT,6/7/2017,ARAMARK STARBUCKS BELLINGHAM WA              06/05,-4.07,DEBIT_CARD,745.97,
DEBIT,6/6/2017,TRANSFER TO SAV XXXXX9660 06/06,-25,ACCT_XFER,750.04,
DEBIT,6/6/2017,BOOMERS DRIVE IN BELLINGHAM WA               06/04,-9.92,DEBIT_CARD,775.04,
DEBIT,6/5/2017,CASA QUE PASA BELLINGHAM WA                  06/03,-10.99,DEBIT_CARD,784.96,
DEBIT,6/5/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         06/03,-16.29,DEBIT_CARD,795.95,
DEBIT,6/5/2017,USCONNECT ADVGV VEND N FERNDALE WA           06/03,-1.25,DEBIT_CARD,812.24,
DEBIT,6/5/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        06/02,-8.77,DEBIT_CARD,813.49,
DEBIT,6/5/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        06/01,-7.37,DEBIT_CARD,822.26,
CREDIT,6/5/2017,Online Transfer from SAV ...9660 transaction#: 6275878550,200,ACCT_XFER,829.63,
DEBIT,6/2/2017,PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77,-2,ACH_DEBIT,629.63,
DEBIT,6/2/2017,350.ORG 646-801-0759 NY                      06/01,-10,DEBIT_CARD,631.63,
DEBIT,6/2/2017,WWU FOUNDATION EMARKE 360-650-3720 WA        06/01,-5,DEBIT_CARD,641.63,
DEBIT,6/2/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/31,-4.23,DEBIT_CARD,646.63,
DEBIT,6/1/2017,Online Transfer to  SAV ...9660 transaction#: 6189032617,-50,ACCT_XFER,650.86,
DEBIT,6/1/2017,USCONNECT ADVGV VEND N FERNDALE WA           06/01,-1.25,DEBIT_CARD,700.86,
DEBIT,6/1/2017,USCONNECT ADVGV VEND N FERNDALE WA           06/01,-1.25,DEBIT_CARD,702.11,
DEBIT,6/1/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/30,-7.66,DEBIT_CARD,703.36,
DEBIT,5/31/2017,UBER   *US MAY31 RRZV 800-592-8996 CA        05/31,-7.96,DEBIT_CARD,711.02,
DEBIT,5/31/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/30,-1.25,DEBIT_CARD,718.98,
DEBIT,5/31/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/30,-1.75,DEBIT_CARD,720.23,
DEBIT,5/30/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-625,ACH_DEBIT,721.98,
DEBIT,5/30/2017,KFC/TACO BELL #20502 POULSBO WA              05/29,-19.33,DEBIT_CARD,1346.98,
DEBIT,5/30/2017,CHEVRON 0373890 BAINBRIDGE IS WA             05/29,-33.58,DEBIT_CARD,1366.31,
DEBIT,5/30/2017,TACO TIME SAMISH BELLINGHAM WA               05/28,-6.29,DEBIT_CARD,1399.89,
DEBIT,5/30/2017,UNITED PACIFIC 2 SEDRO WOOLLEY WA    742593  05/28,-5.98,DEBIT_CARD,1406.18,
DEBIT,5/30/2017,FRED MEYER 800 LAKEWAY BELLINGHAM WA 609107  05/27,-34.83,DEBIT_CARD,1412.16,
DEBIT,5/30/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/26,-4.34,DEBIT_CARD,1446.99,
DEBIT,5/30/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/26,-7.92,DEBIT_CARD,1451.33,
DEBIT,5/30/2017,ARAMARK MILLER MARKET P BELLINGHAM WA        05/26,-7.37,DEBIT_CARD,1459.25,
DEBIT,5/26/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/26,-5.46,DEBIT_CARD,1466.62,
DEBIT,5/26/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/26,-48.03,DEBIT_CARD,1472.08,
DEBIT,5/26/2017,BOOMERS DRIVE IN BELLINGHAM WA               05/24,-23.78,DEBIT_CARD,1520.11,
DEBIT,5/26/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/24,-4.74,DEBIT_CARD,1543.89,
DEBIT,5/26/2017,ASLAN BREWING CO BELLINGHAM WA               05/21,-8.35,DEBIT_CARD,1548.63,
DEBIT,5/25/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/24,-1.75,DEBIT_CARD,1556.98,
DEBIT,5/25/2017,ARAMARK ATRIUM SUBWAY BELLINGHAM WA          05/23,-7.05,DEBIT_CARD,1558.73,
DEBIT,5/24/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/24,-1.25,DEBIT_CARD,1565.78,
DEBIT,5/24/2017,BOOMERS DRIVE IN BELLINGHAM WA               05/22,-21.13,DEBIT_CARD,1567.03,
DEBIT,5/24/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/22,-4.87,DEBIT_CARD,1588.16,
DEBIT,5/24/2017,ARAMARK TONYS AT MILLER BELLINGHAM WA        05/22,-4.95,DEBIT_CARD,1593.03,
DEBIT,5/23/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/23,-1.25,DEBIT_CARD,1597.98,
CREDIT,5/23/2017,KEY CR. TRANSFER ONLINE-BK  017142522049488 WEB ID: 9000000008,1150,ACH_CREDIT,1599.23,
DEBIT,5/22/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/21,-5.28,DEBIT_CARD,449.23,
DEBIT,5/22/2017,SIRENAS GELATO CAFE BELLINGHAM WA            05/20,-7.37,DEBIT_CARD,454.51,
DEBIT,5/22/2017,J DUB'S FILLING STATION BELLINGHAM WA        05/20,-33.44,DEBIT_CARD,461.88,
DEBIT,5/22/2017,COMMUNITY FOOD CO-OP - BELLINGHAM WA 555857  05/20,-3.87,DEBIT_CARD,495.32,
DEBIT,5/22/2017,SQ *MOUNT BAKERY FAIRHA Bellingham WA        05/20,-14.95,DEBIT_CARD,499.19,
DEBIT,5/22/2017,SQ *EL CAPITAN'S Bellingham WA               05/20,-12.08,DEBIT_CARD,514.14,
DEBIT,5/22/2017,MCKAYS TAPHOUSE BELLINGHAM WA                05/19,-6.5,DEBIT_CARD,526.22,
DEBIT,5/22/2017,MCKAYS TAPHOUSE BELLINGHAM WA                05/19,-30.03,DEBIT_CARD,532.72,
DEBIT,5/22/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/20,-1.75,DEBIT_CARD,562.75,
DEBIT,5/22/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/20,-1.25,DEBIT_CARD,564.5,
DEBIT,5/22/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/19,-5.41,DEBIT_CARD,565.75,
DEBIT,5/22/2017,ARAMARK ROCKS EDGE CAFE BELLINGHAM WA        05/18,-11.28,DEBIT_CARD,571.16,
DEBIT,5/19/2017,UBER   *US MAY18 HFPA 800-592-8996 CA        05/19,-7.49,DEBIT_CARD,582.44,
DEBIT,5/19/2017,76 - STARVIN SAM 2 BELLINGHAM WA             05/18,-15.93,DEBIT_CARD,589.93,
DEBIT,5/19/2017,ARAMARK TOPIOS BELLINGHAM WA                 05/17,-7.48,DEBIT_CARD,605.86,
DEBIT,5/19/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/17,-8.21,DEBIT_CARD,613.34,
DEBIT,5/18/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,621.55,
DEBIT,5/18/2017,WILD BUFFALO BELLINGHAM WA                   05/18,-10.5,DEBIT_CARD,626.54,
DEBIT,5/18/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/17,-1.25,DEBIT_CARD,637.04,
DEBIT,5/18/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/17,-1.75,DEBIT_CARD,638.29,
DEBIT,5/18/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/16,-4.66,DEBIT_CARD,640.04,
DEBIT,5/18/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/16,-4.95,DEBIT_CARD,644.7,
DEBIT,5/17/2017,UBER   *US MAY17 M4BI 800-592-8996 CA        05/17,-7.83,DEBIT_CARD,649.65,
DEBIT,5/17/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/17,-1.75,DEBIT_CARD,657.48,
DEBIT,5/17/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/17,-1.25,DEBIT_CARD,659.23,
DEBIT,5/17/2017,ARAMARK ATRIUM SUBWAY BELLINGHAM WA          05/15,-1.4,DEBIT_CARD,660.48,
DEBIT,5/17/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/15,-4.84,DEBIT_CARD,661.88,
DEBIT,5/17/2017,ARAMARK MILLER MARKET P BELLINGHAM WA        05/15,-4.66,DEBIT_CARD,666.72,
DEBIT,5/16/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/16,-1.75,DEBIT_CARD,671.38,
DEBIT,5/16/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/16,-1.75,DEBIT_CARD,673.13,
DEBIT,5/16/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/16,-1.75,DEBIT_CARD,674.88,
DEBIT,5/15/2017,PAYPAL           INST XFER  BILLWURTZ       WEB ID: PAYPALSI77,-5,ACH_DEBIT,676.63,
DEBIT,5/15/2017,SEATTLE 684-PARK SEATTLE WA                  05/13,-2,DEBIT_CARD,681.63,
DEBIT,5/15/2017,TACO TIME SAMISH BELLINGHAM WA               05/13,-9.42,DEBIT_CARD,683.63,
DEBIT,5/15/2017,MCKAYS TAPHOUSE BELLINGHAM WA                05/12,-5.5,DEBIT_CARD,693.05,
DEBIT,5/15/2017,PIZZA TIME BELLINGHAM WA                     05/12,-12.45,DEBIT_CARD,698.55,
DEBIT,5/15/2017,PEL MENI BELLINGHAM WA                       05/11,-9.2,DEBIT_CARD,711,
DEBIT,5/11/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        05/09,-10.03,DEBIT_CARD,720.2,
DEBIT,5/10/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,730.23,
DEBIT,5/10/2017,USCONNECT ADVGV VEND N FERNDALE WA           05/10,-2,DEBIT_CARD,735.22,
DEBIT,5/9/2017,7-ELEVEN SEATTLE WA                          05/08 Purchase $6.28 Cash Back $5.00,-11.28,DEBIT_CARD,737.22,
DEBIT,5/8/2017,TRANSFER TO SAV XXXXX9660 05/08,-25,ACCT_XFER,748.5,
DEBIT,5/8/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/07,-6.17,DEBIT_CARD,773.5,
DEBIT,5/8/2017,VENMO NEW YORK NY                            05/07,-4.59,DEBIT_CARD,779.67,
DEBIT,5/8/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        05/04,-5.6,DEBIT_CARD,784.26,
DEBIT,5/5/2017,CAP'S LOUNGE BELLINGHAM WA                   05/03,-5.5,DEBIT_CARD,789.86,
DEBIT,5/5/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/03,-4.84,DEBIT_CARD,795.36,
DEBIT,5/5/2017,ARAMARK ATRIUM POD BELLINGHAM WA             05/03,-8.78,DEBIT_CARD,800.2,
DEBIT,5/4/2017,ANNUAL BRAINSCAPE PRO 8778877815 NY          05/02,-28.7,DEBIT_CARD,808.98,
DEBIT,5/4/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        05/02,-2.59,DEBIT_CARD,837.68,
DEBIT,5/3/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         05/03,-146.58,DEBIT_CARD,840.27,
DEBIT,5/3/2017,ARAMARK STARBUCKS BELLINGHAM WA              05/01,-4.51,DEBIT_CARD,986.85,
DEBIT,5/2/2017,PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77,-2,ACH_DEBIT,991.36,
DEBIT,5/2/2017,350.ORG 646-801-0759 NY                      05/01,-10,DEBIT_CARD,993.36,
DEBIT,5/2/2017,CNP*WIRED MAGAZINE 800-769-4733 NY           05/02,2.26,DEBIT_CARD,1003.36,
DEBIT,5/1/2017,Online Transfer to  SAV ...9660 transaction#: 6115026592,-50,ACCT_XFER,1001.1,
DEBIT,5/1/2017,BEAVER INN BELLINGHAM WA                     04/29,-16,DEBIT_CARD,1051.1,
DEBIT,5/1/2017,BEAVER INN BELLINGHAM WA                     04/29,-13.5,DEBIT_CARD,1067.1,
DEBIT,5/1/2017,SQ *REDLIGHT BELLINGHAM Bellingham WA        04/29,-8,DEBIT_CARD,1080.6,
DEBIT,5/1/2017,JUN`S SUSHI & BENTO BELLINGHAM WA            04/29,-16.31,DEBIT_CARD,1088.6,
DEBIT,5/1/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         04/30,-16.29,DEBIT_CARD,1104.91,
DEBIT,5/1/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        04/27,-8.63,DEBIT_CARD,1121.2,
DEBIT,4/28/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         04/28,-10.32,DEBIT_CARD,1129.83,
DEBIT,4/28/2017,ARAMARK MILLER MARKET P BELLINGHAM WA        04/26,-7.48,DEBIT_CARD,1140.15,
DEBIT,4/27/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-28.41,ACH_DEBIT,1147.63,
DEBIT,4/27/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-625,ACH_DEBIT,1176.04,
CREDIT,4/25/2017,KEY CR. TRANSFER ONLINE-BK  017114117728049 WEB ID: 9000000008,1136.67,ACH_CREDIT,1801.04,
DEBIT,4/24/2017,COMMUNITY FOOD CO-OP - BELLINGHAM WA 957138  04/23,-14.3,DEBIT_CARD,664.37,
DEBIT,4/24/2017,TRADER JOE'S # 151 BELLINGHAM WA     263965  04/23,-55.64,DEBIT_CARD,678.67,
DEBIT,4/24/2017,TERIYAKI BAR BELLINGHAM WA                   04/22,-15.2,DEBIT_CARD,734.31,
DEBIT,4/24/2017,BOB'S BURGERS & BREW- BELLINGHAM WA          04/22,-17.75,DEBIT_CARD,749.51,
DEBIT,4/24/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/21,-1.25,DEBIT_CARD,767.26,
DEBIT,4/24/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        04/19,-9.38,DEBIT_CARD,768.51,
DEBIT,4/21/2017,IN *REAL PROPERTY MANA 360-7783518 WA        04/20,-45,DEBIT_CARD,777.89,
DEBIT,4/21/2017,ELIZABETH STATION BELLINGHAM WA              04/19,-2.22,DEBIT_CARD,822.89,
DEBIT,4/21/2017,ARAMARK ATRIUM POD BELLINGHAM WA             04/19,-5.96,DEBIT_CARD,825.11,
DEBIT,4/20/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         04/20,-61.65,DEBIT_CARD,831.07,
DEBIT,4/20/2017,FRED MEYER FRED MEYER BELLINGHAM WA  638627  04/20,-0.99,DEBIT_CARD,892.72,
DEBIT,4/20/2017,FRED MEYER FRED MEYER BELLINGHAM WA  511535  04/20,-2.91,DEBIT_CARD,893.71,
DEBIT,4/20/2017,ARAMARK TONYS AT MILLER BELLINGHAM WA        04/17,-5.49,DEBIT_CARD,896.62,
DEBIT,4/19/2017,ARAMARK MILLER MARKET P BELLINGHAM WA        04/17,-3.26,DEBIT_CARD,902.11,
CREDIT,4/19/2017,KEY CR. TRANSFER ONLINE-BK  017108890677584 WEB ID: 9000000008,585,ACH_CREDIT,905.37,
DEBIT,4/18/2017,NON-CHASE ATM FEE-WITH,-2.5,FEE_TRANSACTION,320.37,
DEBIT,4/18/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,322.87,
DEBIT,4/18/2017,NON-CHASE ATM WITHDRAW               462370  04/18516 HIGH,-25,ATM,327.86,
DEBIT,4/18/2017,BOOMERS DRIVE IN BELLINGHAM WA               04/16,-20.25,DEBIT_CARD,352.86,
DEBIT,4/17/2017,Chase QuickPay Electronic Transfer 6156767891 to Devin Crowley,-540,QUICKPAY_DEBIT,373.11,
DEBIT,4/17/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         04/15,-30.53,DEBIT_CARD,913.11,
DEBIT,4/17/2017,76 - STARVIN SAMS 14 BELLINGHAM WA           04/16,-43.93,DEBIT_CARD,943.64,
DEBIT,4/17/2017,STARVIN SAMS 14 BELLINGHAM WA        876211  04/15,-4.58,DEBIT_CARD,987.57,
DEBIT,4/17/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         04/15,-4.34,DEBIT_CARD,992.15,
DEBIT,4/17/2017,UBER   *US APR15 6ESY 800-592-8996 CA        04/15,-8.24,DEBIT_CARD,996.49,
DEBIT,4/17/2017,ARAMARK STARBUCKS BELLINGHAM WA              04/14,-8.91,DEBIT_CARD,1004.73,
DEBIT,4/17/2017,ARAMARK TONYS AT MILLER BELLINGHAM WA        04/12,-4.32,DEBIT_CARD,1013.64,
CREDIT,4/17/2017,Online Transfer from SAV ...9660 transaction#: 6156722471,540,ACCT_XFER,1017.96,
DEBIT,4/14/2017,CASA QUE PASA BELLINGHAM WA                  04/12,-16.26,DEBIT_CARD,477.96,
DEBIT,4/14/2017,ARAMARK MILLER MARKET P BELLINGHAM WA        04/12,-8.77,DEBIT_CARD,494.22,
DEBIT,4/13/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/13,-1.25,DEBIT_CARD,502.99,
DEBIT,4/12/2017,HAGGEN FOOD #43 BELLINGHAM WA                04/11,-5.19,DEBIT_CARD,504.24,
DEBIT,4/11/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-180.24,ACH_DEBIT,509.43,
DEBIT,4/11/2017,RITE AID STORE - 5238 BELLINGHAM WA  256502  04/11,-3.98,DEBIT_CARD,689.67,
DEBIT,4/11/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/11,-1.25,DEBIT_CARD,693.65,
DEBIT,4/11/2017,MAMBO ITALIANO CAFE BELLINGHAM WA            04/10,-37.41,DEBIT_CARD,694.9,
DEBIT,4/10/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,732.31,
DEBIT,4/10/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-625,ACH_DEBIT,737.3,
DEBIT,4/10/2017,BEST BUY #359 BELLINGHAM WA                  04/09,-53.56,DEBIT_CARD,1362.3,
DEBIT,4/10/2017,SQ *SEATTLE FUSION FEST Seattle WA           04/08,-8.25,DEBIT_CARD,1415.86,
DEBIT,4/10/2017,BIG MARIOS SEATTLE WA                        04/08,-5.27,DEBIT_CARD,1424.11,
DEBIT,4/10/2017,CASTLE MEGASTORE #24 SEATTLE WA              04/08,-55.87,DEBIT_CARD,1429.38,
DEBIT,4/10/2017,SEATTLE METER PARKING SEATTLE WA             04/08,-1.87,DEBIT_CARD,1485.25,
DEBIT,4/10/2017,TIB-Pike St Seattle WA               205340  04/08,-201.04,DEBIT_CARD,1487.12,
DEBIT,4/10/2017,DICK'S DRIVE-IN WALLING SEATTLE WA           04/08,-0.17,DEBIT_CARD,1688.16,
DEBIT,4/10/2017,DICK'S DRIVE-IN WALLING SEATTLE WA           04/08,-7.27,DEBIT_CARD,1688.33,
DEBIT,4/10/2017,SQ *SEATTLE FUSION FEST Seattle WA           04/07,-9,DEBIT_CARD,1695.6,
DEBIT,4/10/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        04/07,-9.11,DEBIT_CARD,1704.6,
CREDIT,4/10/2017,Online Transfer from SAV ...9660 transaction#: 6137873833,250,ACCT_XFER,1713.71,
DEBIT,4/7/2017,ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        04/05,-1.29,DEBIT_CARD,1463.71,
DEBIT,4/7/2017,ARAMARK ATRIUM POD BELLINGHAM WA             04/05,-8.78,DEBIT_CARD,1465,
DEBIT,4/6/2017,PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77,-5,ACH_DEBIT,1473.78,
DEBIT,4/6/2017,COMMUNITY FOOD CO-OP - BELLINGHAM WA 298250  04/06,-5.16,DEBIT_CARD,1478.78,
DEBIT,4/6/2017,TRANSFER TO SAV XXXXX9660 04/06,-25,ACCT_XFER,1483.94,
DEBIT,4/6/2017,UBER   *US APR05 MPXA 800-592-8996 CA        04/05,-12.2,DEBIT_CARD,1508.94,
DEBIT,4/6/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/05,-2.25,DEBIT_CARD,1521.14,
DEBIT,4/6/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/05,-2.25,DEBIT_CARD,1523.39,
DEBIT,4/6/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         04/05,-8.67,DEBIT_CARD,1525.64,
DEBIT,4/6/2017,ARAMARK TOPIOS BELLINGHAM WA                 04/03,-7.48,DEBIT_CARD,1534.31,
DEBIT,4/4/2017,FRED MEYE FRED MEYER 0 BELLINGHAM WA         04/03,-28.85,DEBIT_CARD,1541.79,
DEBIT,4/4/2017,USCONNECT ADVGV VEND N FERNDALE WA           04/03,-1.25,DEBIT_CARD,1570.64,
DEBIT,4/3/2017,PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77,-2,ACH_DEBIT,1571.89,
DEBIT,4/3/2017,350.ORG 646-801-0759 NY                      04/01,-10,DEBIT_CARD,1573.89,
DEBIT,4/3/2017,ARAMARK TOPIOS BELLINGHAM WA                 03/31,-7.48,DEBIT_CARD,1583.89,
DEBIT,4/3/2017,ARAMARK STARBUCKS BELLINGHAM WA              03/31,-8.04,DEBIT_CARD,1591.37,
DEBIT,4/3/2017,APL* ITUNES.COM/BILL 866-712-7753 CA         03/31,-20.63,DEBIT_CARD,1599.41,
DEBIT,3/31/2017,Online Transfer to  SAV ...9660 transaction#: 6042639538,-50,ACCT_XFER,1620.04,
DEBIT,3/31/2017,BELLINGHAM BAR & GRILL BELLINGHAM WA         03/29,-11.75,DEBIT_CARD,1670.04,
DEBIT,3/30/2017,UBER   *US MAR29 CFXK 800-592-8996 CA        03/30,-7.76,DEBIT_CARD,1681.79,
DEBIT,3/30/2017,ARAMARK VIKING UNION MA BELLINGHAM WA        03/28,-6.28,DEBIT_CARD,1689.55,
DEBIT,3/29/2017,VENMO 855-812-4430 NY                        03/28,-65,DEBIT_CARD,1695.83,
DEBIT,3/28/2017,76 - STARVIN SAMS 14 BELLINGHAM WA           03/27,-29.74,DEBIT_CARD,1760.83,
DEBIT,3/28/2017,HAGGEN FOOD #43 BELLINGHAM WA                03/27,-48.23,DEBIT_CARD,1790.57,
DEBIT,3/27/2017,MYKONOS GREEK GRILL SEATTLE WA               03/25,-32.81,DEBIT_CARD,1838.8,
DEBIT,3/27/2017,BELLINGHAM GROC BELLINGHAM WA                03/25,-68.52,DEBIT_CARD,1871.61,
DEBIT,3/27/2017,WALLY S BARBERSHOP BELLINGHAM WA             03/25,-23,DEBIT_CARD,1940.13,
DEBIT,3/27/2017,ORANGE JULIUS #61456 BELLINGHAM WA           03/24,-3.97,DEBIT_CARD,1963.13,
DEBIT,3/27/2017,CINNABON FERNDALE WA                         03/24,-5.78,DEBIT_CARD,1967.1,
CREDIT,3/27/2017,KEY CR. TRANSFER ONLINE-BK  017083824841909 WEB ID: 9000000008,105.96,ACH_CREDIT,1972.88,
DEBIT,3/24/2017,OFFICE MAX/OFFI 1055 E BELLINGHAM WA 511691  03/24,-105.96,DEBIT_CARD,1866.92,
DEBIT,3/23/2017,SQ *JJ'S IN AND OUT Bellingham WA            03/22,-23.63,DEBIT_CARD,1972.88,
CREDIT,3/23/2017,KEY CR. TRANSFER ONLINE-BK  017081710412205 WEB ID: 9000000008,1136.67,ACH_CREDIT,1996.51,
DEBIT,3/22/2017,PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77,-43.47,ACH_DEBIT,859.84,
DEBIT,3/22/2017,CHEVRON 0094948 BELLINGHAM WA                03/21,-8.6,DEBIT_CARD,903.31,
DEBIT,3/22/2017,CHEVRON 0203477 SEATTLE WA                   03/21,-39.34,DEBIT_CARD,911.91,
DEBIT,3/21/2017,CHEVRON/SALMON SERVICE SEATTLE WA    640585  03/21,-5.52,DEBIT_CARD,951.25,
DEBIT,3/21/2017,WWU EMARKETS 360-650-3720 WA                 03/20,-85,DEBIT_CARD,956.77,
DEBIT,3/20/2017,PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77,-4.99,ACH_DEBIT,1041.77,
